년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20190613	어반자카파	서울 밤 (feat. 빈지노)	all	R&B/Soul	10	빈지노 (Beenzino)	빈지노 (Beenzino)	(주)메이크어스엔터테인먼트	서울의 밤 먼지를 감췄지 골목골목 걸으며 Baby talk to me Walk and Talk Walk Walk with Me Walk Walk 서울의 밤 먼지를 감췄지 골목골목 걸으며 Baby talk to me Walk and Talk Walk Walk with Me Walk Walk 아무 말도 하지 마 아무것도 묻지 마 아무 이유 대지 마 그대로 여기 멈춰 때론 조금 차갑고 조금 복잡해도 우리가 있는 서울 서울이 나는 좋아 정신없이 오고 가는 사람들 오다가다 마주치는 인연들 다신 오지 않을 오늘의 밤 너랑 나 You and me 우리 둘 서울 밤 Yo 서울의 밤 먼지를 감췄지 골목골목 걸으며 Baby talk to me Walk and Talk Walk Walk with Me Walk Walk Let me blow your mind 서울 밤 서울의 밤 먼지를 감췄지 골목골목 걸으며 Baby talk to me Walk and Talk Walk Walk with Me Walk Walk with Me Let me blow your mind 먼진 가라앉았지 잠들기엔 아쉽지 밖에 나갈까 싶지 그럴까 눈을 감아도 환하지 Then You should hang out with me 너의 집 근처에 와 있음 어서 옷 입어 난 준비됐음 Baby why 핼쑥 I gotta feed you 삼겹살집 검색 500개 있음 이럴 때면 오는 나의 결정 장애 밤인데도 갈 곳들이 너무 많네 네온 조명 아래 굽이굽이 curvin 너랑 걷기만 해도 지금 무지 설렘 너를 보는 내 눈엔 벌이 꼬이네 Honey Dripping eyes on you 네가 제일 예뻐 서울에서 언제나 날 찾아줘 난 Open for 24hours 난 너의 편의점 같아 정신없이 오고 가는 사람들 오다가다 마주치는 인연들 다신 오지 않을 오늘의 밤 너랑 나 You and me 우리 둘 서울 밤 서울의 밤 먼지를 감췄지 골목골목 걸으며 Baby talk to me Walk and Talk Walk Walk with Me Walk Walk Let me blow your mind 서울 밤 서울의 밤 먼지를 감췄지 골목골목 걸으며 Baby talk to me Walk and Talk Walk Walk with Me Walk Walk with Me Let me blow your mind 서울 밤 정신없이 오고 가는 사람들 오다가다 마주치는 인연들 서울 밤 다신 오지 않을 오늘의 밤 너랑 나 You and me 우리 둘 서울 밤 Would u walk with me Would u walk the night Would u spend the night In the city of dust Walk the night walk walk In the city of dust I love the city
20190613	전소미	BIRTHDAY	female	댄스	28	Danny Chung	전소미	THE BLACK LABEL	Hey boy how u doin 뻔한 인사 안할래 딱 잘라서 말할게 하루 하루 지루해 내 말 이해 못하면 하는 척이라도 해 나를 원하는 너 보단 내가 원하는 걸 원해 I got all the boys coming round to my yard Im shakin that thing like a pola polaroid I’ll give you that ooh You give me that too It’s always a surprise When I step up in the room it’s like 이제 내 멋대로 매일매일 절대 없을거야 지루할 틈 예전에 날 찾지마 baby 새로운 나로 다시 태어날 테니까 okay okay 이기적이라지만 어떡해 hey ey ey okay okay I’m a shake it shake it shake it like it was my BIRTHDAY I’m a shake it shake it shake it like it was my BIRTHDAY Oops you’re not invited Yeah you’re not invited Oops you’re not invited 오늘은 내 맘대로 할래 Everyday is my birthday It goes Bang Bang 어때 Love shot 터뜨려 Fireworks 심장에 팡팡 마주치면 다 감탄해 like uh 그럼 난 반응해 당연해 like duh Alright alright alright alright 난 후 하고 불께 can you blow my mind 더도 말고 덜도 말고 딱 오늘처럼 내 맘 흔들어줘 이제 내 멋대로 매일매일 절대 없을 거야 지루할 틈 예전에 날 찾지마 baby 네가 알던 난 여기 없으니까 okay okay 이기적이라지만 어떡해 hey ey ey okay okay I’m a shake it shake it shake it like it was my BIRTHDAY I’m a shake it shake it shake it like it was my BIRTHDAY Oops you’re not invited Yeah you’re not invited Oops you’re not invited 오늘은 내 맘대로 할래 Everyday is my birthday 나의 365 and 24/7 일 월 화 수 목 금 토 It’s my birthday It’s my birthday 나의 매순간 시간 분 초 새로 태어나는 기분이야 it’s my birthday 내가 잘 태어나서 잘난 걸 어떡해 내가 잘 태어나서 잘난 걸 어떡해 Oops you’re not invited Yeah you’re not invited Oops you’re not invited 오늘은 내 맘대로 할래 Everyday is my birthday
20190619	Red Velvet (레드벨벳)	짐살라빔 (Zimzalabim)	female	댄스	15	이스란	Hayley Aitken	(주)SM엔터테인먼트	Hoo Hahaha Are you ready for this Zimzalabim 암거나 거나 거나 쫓다 지치지 마 늘 바라 바라 바라봤자 꿈이 아냐 널 꺼내 꺼내 꺼내 진짜 네 맘을 봐 뭘 원해 원해 원해 Tell me 신나는 하룰 만들어 볼까 네모난 지구 위로 걱정은 모두 던져 Nananana nanananana higher 입술에 피어나는 주문에 너를 맡겨 Nananana nanananana ha Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim 어머 어머 어머 활짝 웃는 널 봐 너무 너무 너무 깜짝 놀라진 마 그게 바로 너야 주문을 외는 순간 누구든 행복해져 Nananana nanananana higher 틀에 박힌 세상 속에서 길들여진 넌 매일 마냥 덤덤 날 따라 해봐 뭐 더 필요해 Hey girls A-ha You ready Oh yeah 너 몰래 자취를 감춘 꿈을 찾아서 달려볼까 함께해줘 Boys 장난스러운 목소리로 마음껏 외쳐 모두 잊고 Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim 별빛 가득한 눈을 봐 누구보다 빛나 보석처럼 반짝 Oh 멀리서 헤매진 마 눈부시게 빛나 웃어봐 더 활짝 꿈은 네 안에 있는 걸 Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Zimzalabim Zim-zimzalabim Zim-zimzalabim Zim-zim Nanananana nananana Nanananana nananana Nanananana nananana Nanananana nananana
20190624	청하	Snapping	female	댄스	4	박우상	박우상	MNH엔터테인먼트	Don’t make me love you 하얗게 올라온 거품 왜 자꾸 나를 보며 웃는데 꿈인 걸 느끼게 아쉬운 표정이 또 왜 이렇게 맴도니 Really freaky 베베 꼬인 마음 Doesn't matter what you baby hate or love 네가 가는 길에 drop me off 가볍게 take it off 오늘 밤이 가기 전에 밀어내 Snapping snapping 애써 눈을 가리고 Snapping snapping 지친 맘을 던지고 비틀대는 몸짓으로 잠시 널 훔치더라도 Snapping snapping I’ll let you go I know I know I don't I don't care Snapping woo snapping snapping I know I know I don't I don't mind Snapping woo snapping snapping Baby I feel you 뿌옇게 번지는 퍼퓸 물 같은 나를 탁하게 해 왜 Shew go on fade a way 번지는 purple rain 또 왜 이렇게 슬프니 Really freaky 베베 꼬인 마음 Doesn't matter what you baby hate or love 네가 가는 길에 drop me off 가볍게 take it off 오늘 밤이 가기 전에 밀어내 Snapping snapping 애써 눈을 가리고 Snapping snapping 지친 맘을 던지고 비틀대는 몸짓으로 잠시 널 훔치더라도 Snapping snapping I’ll let you go I know I know I don't I don't care Snapping woo snapping snapping I know I know I don't I don't mind Snapping woo snapping snapping I feel so fine 난 자유로워 You feel so bad 나 뿐인 넌 I feel so done 이 story가 끝나 When I say Snapping snapping 애써 눈을 가리고 Snapping snapping 지친 맘을 던지고 비틀대는 몸짓으로 잠시 널 훔치더라도 Snapping snapping I’ll let you go I know I know I don't I don't care Snapping woo snapping snapping I know I know I don't I don't mind Snapping woo snapping snapping
20190701	디오 (D.O.)	괜찮아도 괜찮아 (That`s okay)	male	R&B/Soul	11	황유빈	Terence Lam	(주)SM엔터테인먼트	숱하게 스쳐간 감정들에 무뎌지는 감각 언제부턴가 익숙해져버린 마음을 숨기는 법들 난 어디쯤에 와 있나 앞만 보고 달려오기만 했던 돌아보는 것도 왠지 겁이 나 미뤄둔 얘기들 시간이 가듯 내 안엔 행복했었던 때론 가슴이 저릴 만큼 눈물겨운 날도 매일 같이 뜨고 지는 태양과 저 달처럼 자연스레 보내 때론 울고 때론 웃고 기대하고 아파하지 다시 설레고 무뎌지고 마음이 가는 대로 있는 그대로 수많은 별이 그랬듯이 언제나 같은 자리 제 몫의 빛으로 환하게 비출 테니 숨기지 말고 너를 보여줄래 편히 네 모습 그대로 그래 괜찮아 괜찮아도 오늘 난 처음으로 솔직한 내 마음을 마주해 거울 앞에 서는 것도 머뭇대 이 표정은 또 왜 이리도 어색해 아름다운 건 늘 소중하고 잠시 머물다 아득히 멀어져도 늘 마주 보듯 평범한 일상을 채울 마음의 눈 그 안에 감춰둔 외로움도 잠시 머물 수 있게 해 그저 바라봐 부드러운 바람이 불면 마음을 열어 지나갈 하루야 때론 울고 때론 웃고 기대하고 아파하지 다시 설레고 무뎌지고 마음이 가는 대로 있는 그대로 수많은 별이 그랬듯이 언제나 같은 자리 제 몫의 빛으로 환하게 비출 테니 숨기지 말고 너를 보여줄래 편히 네 모습 그대로 그래 괜찮아 괜찮아도 두 손에 가득 채워질 추억들은 소중한 우리 이야기 진심이 담긴 마음이 시간이 지나 다시 기억할 수 있다면 말할 수 있을까 너도 행복했다고 너와 울고 같이 웃고 기대하고 아파했지 모든 걸 쏟고 사랑하고 마음이 가는 대로 있는 그대로 말하지 못할 고민거리 깊게 상처 난 자리 늘 같은 속도로 흘러가는 시간이 언제나 그랬듯이 씻어내줄 테니 흐르듯 살아도 그냥 괜찮아 괜찮아도
20190701	여자친구 (GFRIEND)	열대야 (Fever)	female	댄스	25	웅킴	웅킴	(주)쏘스뮤직	지금 이 순간 후회 없이 보여주고 싶어 그저 네 심장을 뛰게 하고 싶어 눈부신 달빛 아래 열대야 같은 사랑을 하고 있어 너와 나 불이 켜지는 순간이야 아직 아련한 메아리야 꿈을 꾸는 듯한 ARIA Na na na na 어쩔 줄 모르던 나야 불확실한 것에 겁이 나 기다리진 않을 거야 코끝이 찡하니 들뜨는 이 밤 소리 없이 피어난 멋진 계절 같아 Oh yeah 높아져 가는 낮과 밤의 온도 너무나 뜨거워 터질 것만 같아 지금 이 순간 후회 없이 보여주고 싶어 그저 네 심장을 뛰게 하고 싶어 눈부신 달빛 아래 열대야 같은 사랑을 하고 있어 너와 나 아직도 깊어져만 가는 열대야 여전히 사라지지 않는 열대야 차가운 어둠 지난 저 불꽃처럼 남김없이 사랑하는 너와 나 널 느낄 수 있어 언제나 찾을 수 있어 조금씩 선명해져 가 행복한 이 느낌 여름밤 꿈처럼 너를 만난 후로 퍼져가 새로운 나 Oh yeah 작은 세상에 큰 꽃을 피워 날 사랑하는 법을 알 것만 같아 지금 이 순간 후회 없이 보여주고 싶어 그저 네 심장을 뛰게 하고 싶어 눈부신 달빛 아래 열대야 같은 사랑을 하고 있어 너와 나 Hot summer night 새벽이 온대도 네 두 눈 속에서 아무 말 안 해도 날 느낄 수 있어 커져가 커져가 이 불씨에 사르르 사르르 녹아내려도 널 안아줄 거야 영원할 거야 이대로 아직도 깊어져만 가는 열대야 여전히 사라지지 않는 열대야 차가운 어둠 지난 저 불꽃처럼 남김없이 사랑하는 너와 나
20190707	헤이즈 (Heize)	We don`t talk together (Feat. 기리보이) (Prod. SUGA)	female	R&B/Soul	3	기리보이	EL CAPITXN	"Stone Music Entertainment, Studio blu"	지금 너도 같은 기분일까 이상해 너랑 둘이 오랜만에 걷고 있는 이 밤 좀 어색해도 난 여전히 너의 것이니까 미안해 내가 너무 매정했지 진짜 겁도 없이 I don't know i don't know 아마도 그땐 너가 날 달래줄거라 믿고 뻐팅긴거야 너 하나 없어지고 모든 게 무너져서 멍한 표정으로 아마 집을 한 채 지었어 난 점점 발걸음이 무거워 못 걷겠어 이대로 널 보낼 순 없는데 입이 안 떨어져 i know 우린 사랑해서 We don't talk together 여전히 난 너인걸 Why don't you 인정하기 싫은걸 Why don't you 보낼 수가 없는걸 우린 너무 사랑해서 아니 내가 사랑해서 나는 너무 자각했어 현실을 시간이 다가오고있어 너를 보내야해 난 우회전 좌회전 고스트레잍 사분전 아진짜 돌아버리겠어 이별은 너무 아프지만 너를 놓아버리겠어 아니 너를 놓기 싫어 치료하면 되지 아픈것을 나아 버리겠어 우리 자주갔던 카페 여길 돌면 일분안에 너의집 우회전 좌회전 도착 i know 우린 사랑해서 We don't talk together 여전히 난 너인걸 Why don't you 인정하기 싫은걸 Why don't you 보낼 수가 없는걸 집에 도착 잘 지내 하면서 돌아선 너 다시 우리 사랑을 찾아야 해 이별을 막아야만 해 우린 사랑해도 We don't talk together 멀어져만 가는 널 Why don't you 보낼 수가 없는 걸 Why don't you 잡을 수도 없는 걸
20190711	폴킴	헤어질 걸 알아	male	R&B/Soul	24	폴킴	도니제이	뉴런뮤직	헤어지자 했던 게 겨우 어제였는데 난 왜 아직 너의 집 앞을 떠나지 못해 기다리는지 아쉬움이 남아서 뭔가 하고 싶은 말이 더 있는 것도 아닌데 난 무엇을 원하는 건지 후회라고 하기엔 너무 단호했던 마음을 너무 쉽게 받아들여 버린 것도 바보 같지만 그리 어려울 것 하나 없을 것처럼 돌아선 난 헤어나지 못해 매일 밤 널 다시 부르고 있어 이대로 보낼 수 없어 난 후회할 거 다 알고 있어 결국엔 또 다른 이유로 헤어질 걸 알아 let me go 헤어질 걸 알아 let me go 헤어질 걸 알아 let me go 헤어질 걸 알아 let me go 여기 까질까 여기 까질까 하고 싶은 대로 뭐든 다 이룰 수 있을 것만 같아 큰소리치고선 축 내려앉은 어깨가 가여워 세상이 나를 등지고 외면하는 것만 같아 아무것도 아닌데 다 잃은 기분이야 이대로 보낼 수 없단 걸 우린 너무 잘 알고 있어 결국엔 똑같은 이유로 헤어질 걸 알아 let me go 헤어질 걸 알아 let me go 헤어질 걸 알아 let me go 헤어질 걸 알아 let me go 다시 만나면 힘들 거 알아 또 헤어질걸 더 아프겠지 나만 아플걸 그럴 바에야 그럴 바에야 우리 헤어져
20190720	10CM	나의 어깨에 기대어요	male	"발라드, 국내드라마"	15	박세준	최인환	매직스트로베리사운드	나의 두 눈에 보여지는 그 뒷모습이 서글퍼지는 마음이라 눈물이 글썽여 하루 또 하루 지나가면 더 멀어질까 봐 이렇게 또 불안한 마음만 날 떠나가지 말아요 가슴속으로 그댈 향해 외치는 말 돌아가지는 말아요 그대 있는 곳 다시 사라지지 말아요 외로운 맘에 서러워도 울지 말아요 나의 어깨에 기대어요 그대 괜찮다면 어떤 날에는 더 아프고 또 슬프겠지만 내가 그대 곁에 있을게요 날 떠나가지 말아요 가슴속으로 그댈 향해 외치는 말 돌아가지는 말아요 그대 있는 곳 다시 사라지지 말아요 지금은 아닐거예요 우리 헤어지는 건 내게서 멀어지지 말아요 내 곁에 있어줘 나의 품에 안겨줘요 슬픈 날들이 지나가면 그때라면 온 세상을 다 줄게요 나 그대에게 지금 내 말 듣고 있나요 나를 떠나가지 말아요
20190721	태연 (TAEYEON)	그대라는 시	female	"발라드, 국내드라마"	1	박세준	밍지션	(주)SM엔터테인먼트	언제부터인지 그대를 보면 운명이라고 느꼈던 걸까 밤하늘의 별이 빛난 것처럼 오랫동안 내 곁에 있어요 그대라는 시가 난 떠오를 때마다 외워두고 싶어 그댈 기억할 수 있게 슬픈 밤이 오면 내가 그대를 지켜줄게 내 마음 들려오나요 잊지 말아요 지나가는 계절 속에 내 마음은 변하지 않는단 걸 아나요 그저 바라보는 눈빛 그 하나로 세상을 다 가진 것 같은데 그대라는 시가 난 떠오를 때마다 외워두고 싶어 그댈 기억할 수 있게 슬픈 밤이 오면 내가 그대를 지켜줄게 내 마음 들려오나요 잊지 말아요 꽃이 피고 지는 날이 와도 이것 하나만 기억해줘요 그댈 향한 마음을 언젠가는 우리 멀어질지 몰라도 나는 그대라면 기다릴 수 있을 텐데 시간이 흘러도 내가 이곳에 서 있을게 그대 망설이지 말아요 그때가 오면
